customer_id,age,gender,city,membership_tier,preferred_category,secondary_category,price_preference,customer_segment
CUST00176,39,Female,Bhubaneswar,Bronze,Fashion,Electronics,Budget,Value_Seeker
CUST00177,32,Other,Jaipur,Bronze,Beauty,Sports,Mid,Occasional_Buyer
CUST00178,45,Other,Jaipur,Silver,Fashion,Grocery,Budget,Occasional_Buyer
CUST00179,29,Female,Ahmedabad,Bronze,Sports,Books,Mid,Occasional_Buyer
CUST00180,56,Female,Pune,Platinum,Beauty,Gaming,Mid,Occasional_Buyer
CUST00181,37,Male,Mumbai,Bronze,Fashion,Grocery,Mid,Occasional_Buyer
CUST00182,24,Male,Bhubaneswar,Platinum,Home & Kitchen,Beauty,Mid,Value_Seeker
CUST00183,22,Other,Kolkata,Gold,Gaming,Home & Kitchen,Mid,Window_Shopper
CUST00184,36,Male,Bhubaneswar,Silver,Books,Home & Kitchen,Budget,Occasional_Buyer
CUST00185,29,Other,Pune,Bronze,Fashion,Sports,Budget,Frequent_Buyer
CUST00186,38,Other,Bhubaneswar,Silver,Gaming,Grocery,Mid,Frequent_Buyer
CUST00187,36,Male,Chennai,Silver,Books,Electronics,Budget,Occasional_Buyer
CUST00188,31,Male,Bhubaneswar,Silver,Electronics,Home & Kitchen,Budget,Value_Seeker
CUST00189,24,Other,Jaipur,Bronze,Electronics,Fashion,Mid,Occasional_Buyer
CUST00190,18,Other,Pune,Gold,Beauty,Home & Kitchen,Mid,Frequent_Buyer
CUST00191,27,Male,Bhubaneswar,Bronze,Electronics,Home & Kitchen,Budget,Occasional_Buyer
CUST00192,39,Other,Ahmedabad,Bronze,Gaming,Sports,Budget,Occasional_Buyer
CUST00193,33,Male,Chennai,Silver,Beauty,Sports,Mid,Occasional_Buyer
CUST00194,20,Male,Kolkata,Platinum,Books,Electronics,Budget,Frequent_Buyer
CUST00195,33,Male,Chennai,Bronze,Sports,Grocery,Budget,Occasional_Buyer
CUST00196,35,Male,Kolkata,Silver,Gaming,Fashion,Budget,Occasional_Buyer
CUST00197,24,Female,Bengaluru,Bronze,Beauty,Electronics,Mid,Frequent_Buyer
CUST00198,33,Female,Bhubaneswar,Bronze,Beauty,Books,Mid,Occasional_Buyer
CUST00199,32,Female,Delhi,Gold,Gaming,Electronics,Mid,Premium_Buyer
CUST00200,21,Female,Mumbai,Bronze,Beauty,Electronics,Mid,Occasional_Buyer
CUST00201,35,Female,Pune,Bronze,Gaming,Grocery,Mid,Frequent_Buyer
CUST00202,37,Other,Hyderabad,Gold,Fashion,Beauty,Budget,Value_Seeker
CUST00203,41,Male,Delhi,Bronze,Home & Kitchen,Fashion,Budget,Frequent_Buyer
CUST00204,41,Other,Ahmedabad,Silver,Fashion,Home & Kitchen,Mid,Occasional_Buyer
CUST00205,19,Other,Pune,Bronze,Beauty,Grocery,Budget,Occasional_Buyer
CUST00206,23,Female,Bhubaneswar,Bronze,Books,Grocery,Mid,Occasional_Buyer
CUST00207,36,Male,Pune,Gold,Grocery,Electronics,Budget,Window_Shopper
CUST00208,36,Other,Jaipur,Bronze,Fashion,Beauty,Mid,Window_Shopper
CUST00209,36,Other,Hyderabad,Bronze,Electronics,Books,Mid,Frequent_Buyer
CUST00210,65,Male,Pune,Platinum,Electronics,Books,Budget,Value_Seeker
CUST00211,37,Other,Ahmedabad,Platinum,Electronics,Home & Kitchen,Mid,Value_Seeker
CUST00212,42,Female,Kolkata,Bronze,Beauty,Home & Kitchen,Budget,Occasional_Buyer
CUST00213,40,Female,Mumbai,Silver,Beauty,Electronics,Mid,Occasional_Buyer
CUST00214,37,Male,Bhubaneswar,Silver,Home & Kitchen,Sports,Premium,Occasional_Buyer
CUST00215,29,Other,Mumbai,Bronze,Gaming,Fashion,Mid,Premium_Buyer
CUST00216,38,Other,Jaipur,Bronze,Home & Kitchen,Gaming,Mid,Occasional_Buyer
CUST00217,25,Female,Delhi,Platinum,Electronics,Sports,Budget,Premium_Buyer
CUST00218,29,Male,Delhi,Bronze,Sports,Fashion,Premium,Frequent_Buyer
CUST00219,27,Female,Bhubaneswar,Bronze,Electronics,Gaming,Mid,Frequent_Buyer
CUST00220,32,Female,Bengaluru,Bronze,Home & Kitchen,Gaming,Mid,Frequent_Buyer
CUST00221,52,Female,Ahmedabad,Bronze,Grocery,Books,Budget,Window_Shopper
CUST00222,18,Male,Pune,Silver,Grocery,Gaming,Mid,Occasional_Buyer
CUST00223,38,Female,Jaipur,Silver,Books,Grocery,Premium,Premium_Buyer
CUST00224,18,Female,Bengaluru,Silver,Home & Kitchen,Grocery,Premium,Occasional_Buyer
CUST00225,27,Other,Mumbai,Bronze,Fashion,Gaming,Mid,Occasional_Buyer
CUST00226,41,Female,Mumbai,Platinum,Home & Kitchen,Grocery,Budget,Occasional_Buyer
CUST00227,32,Female,Bengaluru,Bronze,Beauty,Electronics,Mid,Occasional_Buyer
CUST00228,22,Male,Bengaluru,Bronze,Fashion,Sports,Budget,Value_Seeker
CUST00229,25,Male,Delhi,Bronze,Beauty,Grocery,Premium,Occasional_Buyer
CUST00230,38,Other,Ahmedabad,Bronze,Home & Kitchen,Grocery,Budget,Frequent_Buyer
CUST00231,25,Male,Jaipur,Platinum,Books,Fashion,Mid,Occasional_Buyer
CUST00232,33,Female,Mumbai,Bronze,Books,Fashion,Mid,Premium_Buyer
CUST00233,32,Male,Ahmedabad,Silver,Grocery,Electronics,Budget,Occasional_Buyer
CUST00234,26,Male,Chennai,Bronze,Sports,Gaming,Mid,Frequent_Buyer
CUST00235,51,Other,Mumbai,Silver,Gaming,Fashion,Mid,Window_Shopper
CUST00236,37,Female,Bengaluru,Silver,Electronics,Books,Premium,Occasional_Buyer
CUST00237,18,Male,Pune,Bronze,Electronics,Sports,Mid,Frequent_Buyer
CUST00238,33,Male,Pune,Silver,Beauty,Fashion,Premium,Frequent_Buyer
CUST00239,26,Female,Delhi,Gold,Grocery,Beauty,Budget,Premium_Buyer
CUST00240,39,Female,Hyderabad,Bronze,Grocery,Electronics,Budget,Frequent_Buyer
CUST00241,24,Female,Jaipur,Silver,Books,Beauty,Budget,Value_Seeker
CUST00242,30,Male,Pune,Bronze,Books,Home & Kitchen,Mid,Occasional_Buyer
CUST00243,36,Female,Kolkata,Bronze,Gaming,Beauty,Budget,Value_Seeker
CUST00244,39,Other,Chennai,Gold,Beauty,Grocery,Mid,Frequent_Buyer
CUST00245,21,Female,Pune,Bronze,Home & Kitchen,Beauty,Budget,Occasional_Buyer
CUST00246,28,Other,Kolkata,Bronze,Grocery,Books,Mid,Occasional_Buyer
CUST00247,27,Female,Chennai,Silver,Beauty,Books,Mid,Frequent_Buyer
CUST00248,26,Other,Delhi,Platinum,Gaming,Home & Kitchen,Budget,Value_Seeker
CUST00249,47,Male,Mumbai,Bronze,Grocery,Electronics,Mid,Occasional_Buyer
CUST00250,35,Male,Ahmedabad,Platinum,Electronics,Beauty,Mid,Premium_Buyer
CUST00251,20,Female,Kolkata,Bronze,Home & Kitchen,Beauty,Budget,Window_Shopper
CUST00252,40,Male,Ahmedabad,Silver,Electronics,Gaming,Premium,Frequent_Buyer
CUST00253,51,Female,Hyderabad,Platinum,Books,Gaming,Budget,Window_Shopper
CUST00254,41,Male,Delhi,Gold,Grocery,Fashion,Mid,Window_Shopper
CUST00255,18,Other,Pune,Silver,Grocery,Electronics,Mid,Occasional_Buyer
CUST00256,27,Male,Delhi,Gold,Books,Home & Kitchen,Mid,Frequent_Buyer
CUST00257,43,Male,Hyderabad,Gold,Sports,Grocery,Budget,Occasional_Buyer
CUST00258,25,Other,Delhi,Silver,Beauty,Sports,Budget,Occasional_Buyer
CUST00259,35,Female,Kolkata,Gold,Grocery,Books,Budget,Window_Shopper
CUST00260,38,Female,Jaipur,Bronze,Fashion,Books,Premium,Premium_Buyer
CUST00261,23,Male,Kolkata,Silver,Home & Kitchen,Grocery,Premium,Premium_Buyer
CUST00262,31,Male,Delhi,Bronze,Home & Kitchen,Sports,Mid,Occasional_Buyer
CUST00263,18,Male,Chennai,Bronze,Books,Grocery,Premium,Occasional_Buyer
CUST00264,22,Other,Mumbai,Silver,Books,Beauty,Budget,Window_Shopper
CUST00265,29,Other,Bhubaneswar,Silver,Home & Kitchen,Fashion,Mid,Premium_Buyer
CUST00266,20,Male,Mumbai,Bronze,Electronics,Grocery,Mid,Occasional_Buyer
CUST00267,46,Other,Kolkata,Silver,Sports,Grocery,Budget,Window_Shopper
CUST00268,19,Female,Ahmedabad,Bronze,Books,Gaming,Premium,Occasional_Buyer
CUST00269,28,Other,Bengaluru,Bronze,Grocery,Electronics,Mid,Occasional_Buyer
CUST00270,33,Male,Pune,Gold,Beauty,Books,Budget,Window_Shopper
CUST00271,44,Male,Pune,Silver,Beauty,Sports,Budget,Frequent_Buyer
CUST00272,19,Female,Hyderabad,Bronze,Fashion,Sports,Budget,Window_Shopper
CUST00273,42,Male,Pune,Platinum,Gaming,Fashion,Mid,Frequent_Buyer
CUST00274,32,Other,Ahmedabad,Silver,Home & Kitchen,Books,Budget,Frequent_Buyer
CUST00275,23,Female,Hyderabad,Bronze,Gaming,Books,Mid,Frequent_Buyer
CUST00276,36,Other,Ahmedabad,Bronze,Grocery,Books,Budget,Frequent_Buyer
CUST00277,33,Other,Pune,Gold,Home & Kitchen,Sports,Mid,Occasional_Buyer
CUST00278,26,Other,Chennai,Bronze,Sports,Home & Kitchen,Mid,Premium_Buyer
CUST00279,32,Other,Bhubaneswar,Bronze,Books,Grocery,Premium,Occasional_Buyer
CUST00280,28,Female,Delhi,Bronze,Beauty,Books,Mid,Occasional_Buyer
CUST00281,33,Male,Pune,Gold,Electronics,Fashion,Mid,Frequent_Buyer
CUST00282,37,Other,Pune,Bronze,Home & Kitchen,Sports,Premium,Value_Seeker
CUST00283,46,Female,Jaipur,Gold,Books,Beauty,Mid,Value_Seeker
CUST00284,20,Male,Pune,Bronze,Books,Sports,Budget,Occasional_Buyer
CUST00285,51,Other,Bengaluru,Silver,Books,Grocery,Budget,Value_Seeker
CUST00286,18,Male,Bhubaneswar,Silver,Sports,Gaming,Mid,Value_Seeker
CUST00287,30,Other,Hyderabad,Bronze,Gaming,Fashion,Premium,Frequent_Buyer
CUST00288,37,Female,Kolkata,Bronze,Electronics,Books,Mid,Occasional_Buyer
CUST00289,34,Other,Bengaluru,Silver,Grocery,Gaming,Mid,Occasional_Buyer
CUST00290,26,Female,Pune,Platinum,Grocery,Books,Mid,Occasional_Buyer
CUST00291,30,Other,Chennai,Silver,Beauty,Gaming,Budget,Frequent_Buyer
CUST00292,27,Female,Chennai,Silver,Books,Fashion,Mid,Occasional_Buyer
CUST00293,26,Other,Chennai,Bronze,Grocery,Home & Kitchen,Mid,Occasional_Buyer
CUST00294,39,Female,Delhi,Bronze,Gaming,Grocery,Budget,Value_Seeker
CUST00295,35,Other,Chennai,Silver,Beauty,Sports,Budget,Premium_Buyer
CUST00296,25,Other,Chennai,Bronze,Books,Beauty,Mid,Occasional_Buyer
CUST00297,40,Other,Jaipur,Bronze,Sports,Electronics,Budget,Frequent_Buyer
CUST00298,34,Female,Mumbai,Silver,Beauty,Gaming,Budget,Window_Shopper
CUST00299,39,Other,Ahmedabad,Silver,Home & Kitchen,Books,Budget,Window_Shopper
CUST00300,37,Other,Bengaluru,Gold,Beauty,Home & Kitchen,Budget,Occasional_Buyer
CUST00301,24,Female,Delhi,Platinum,Electronics,Home & Kitchen,Budget,Premium_Buyer
CUST00302,26,Other,Chennai,Gold,Grocery,Fashion,Budget,Occasional_Buyer
CUST00303,38,Female,Ahmedabad,Platinum,Fashion,Sports,Mid,Occasional_Buyer
CUST00304,37,Other,Ahmedabad,Bronze,Home & Kitchen,Grocery,Premium,Occasional_Buyer
CUST00305,31,Female,Delhi,Bronze,Grocery,Beauty,Budget,Occasional_Buyer
CUST00306,33,Other,Kolkata,Gold,Sports,Fashion,Mid,Frequent_Buyer
CUST00307,43,Male,Ahmedabad,Bronze,Fashion,Home & Kitchen,Budget,Occasional_Buyer
